10.37790646,,8.011348226,,19.49597096,,16.97412138,
10.35490225,,7.316198875,,19.11457142,,17.0500487,
7.177737482,,7.409657004,,17.84218459,,17.06909923,
6.616256254,,7.883753671,,17.58582494,,17.57968954,
5.745269466,,7.523110373,,18.1165136,,17.11133842,
6.373101634,,7.751200783,,19.9242577,,17.7660547,
8.24916768,,9.386485575,,27.18906548,,19.42038953,
10.81880073,,11.97887057,,36.15780838,,22.26499732,
11.11638756,,11.75201339,,36.62016324,,24.44417647,
11.21186017,,10.95968696,,34.83880765,,24.84439951,
11.49793049,,10.30597835,,30.4895373,,24.84229182,
10.90475028,,9.440206526,,27.88333864,,24.83349966,
10.46569633,,10.1708179,,27.30560216,,24.06793366,
10.40385659,,9.821305723,,28.49876017,,24.82842068,
10.26996007,,9.474062314,,27.04270272,,25.0199492,
9.848254787,,9.325788582,,26.35181065,,24.72763382,
8.835799554,,9.366298265,,25.65815253,,23.92824348,
8.497461641,,10.40938187,,26.79696184,,22.9156495,
8.988615891,,11.21364828,,29.07550259,,22.31236916,
9.970759226,,12.27500752,,32.25003347,,22.38031027,
10.19895978,,13.00699271,,32.86646721,,21.59617222,
9.152736633,,11.53243049,,30.37268595,,20.84273867,
7.981766949,,8.882058529,,27.04547576,,20.83759781,
7.554606173,,8.310413632,,25.20104182,,20.33560672,
8.090247376,,7.579499004,,22.05115263,,19.23772723,
6.227485241,,7.892389159,,20.06611593,,19.01812318,
16.05436612,,7.585361831,,18.62743777,,19.28797229,
7.296381664,,7.488166572,,17.86999215,,19.64812981,
5.979603544,,7.193019318,,18.97406927,,19.58064296,
5.790634737,,8.030808764,,23.53210391,,19.70527739,
7.454288869,,9.912494684,,29.53146107,,21.12101612,
9.89240358,,10.96106831,,37.24997572,,22.94058363,
10.4606801,,10.89768636,,37.56743548,,25.09176171,
10.73770324,,10.52782983,,30.1608309,,25.23179504,
10.75437234,,9.748683396,,28.15021963,,25.86828219,
10.60358944,,9.208573615,,27.25624779,,25.36992032,
10.62056372,,9.305577075,,28.52266382,,24.0702486,
10.51638961,,9.604276882,,28.86314234,,24.92291162,
10.89939899,,9.564017613,,27.74037832,,25.65883164,
10.85310178,,9.355693618,,25.74607397,,25.11740895,
10.16519092,,9.725662357,,26.52485478,,24.93473576,
10.03631401,,10.2184625,,27.63421466,,23.62571043,
10.33206899,,10.82205143,,30.23359186,,21.9872775,
10.47689636,,12.99496292,,32.40532773,,21.5502667,
10.89950043,,12.3556003,,34.29101804,,21.16404942,
9.784179467,,11.29035457,,31.90037386,,21.06237191,
8.356569162,,9.354246806,,29.00603962,,20.7187872,
7.749402542,,8.766698825,,25.75796539,,20.53797562,
7.613189238,,8.245594249,,23.27912526,,20.04532503,
6.142764886,,7.521068316,,20.41281802,,19.39837281,
6.703846197,,7.760559476,,18.72003317,,19.14039872,
6.348805052,,7.860087381,,18.51546936,,19.40626832,
6.883468743,,7.657923463,,18.87774176,,18.74039893,
7.859870223,,8.195709636,,23.89035875,,19.57592365,
10.35908074,,10.39994972,,29.54840915,,21.02587543,
12.35684051,,11.84304161,,37.87939241,,23.11986845,
12.73101446,,12.19073704,,36.41848347,,24.48666448,
12.77788404,,11.38260728,,32.57041947,,24.93291172,
12.24933121,,9.994533181,,29.05964751,,24.96535625,
11.74388433,,10.44522092,,27.70591493,,25.31143428,
12.01222072,,9.465676132,,29.23232286,,23.97986743,
