Consumption_dma_a,Forecast_dma_a,Consumption_dma_b,Forecast_dma_b,Consumption_dma_g,Forecast_dma_g,Consumption_dma_i,Forecast_dma_i
10.37790646,,8.011348226,,19.49597096,,16.97412138,
9.849998705,,7.566153768,,18.29915909,,18.79679614,
8.0952038,,7.918575419,,16.9479682,,18.46185596,
8.066592136,,7.446092446,,16.74348047,,18.3805977,
7.68009971,,7.719517062,,17.58408141,,19.04104123,
8.021203637,,7.951222264,,18.95918926,,19.33814334,
9.775520191,,9.7297629,,24.76915532,,20.89975394,
12.23503566,,11.55483837,,33.31414005,,23.9213425,
12.04095578,,11.27647989,,35.44306682,,25.74974746,
11.40781567,,10.72333147,,32.2659957,,26.46894442,
11.26411104,,11.35048079,,29.66228869,,25.01381403,
10.6656125,,10.07774707,,27.80517917,,25.44039892,
10.65774723,,9.74168344,,27.22248866,,24.29886837,
11.0705484,,10.22649666,,28.15868854,,25.18347356,
10.74137084,,9.790150394,,26.77472326,,27.22896633,
10.47811474,,10.57393548,,26.49070759,,28.42118314,
9.492899748,,9.592400563,,25.53945414,,26.4490092,
9.507835403,,10.64219756,,26.42249184,,24.11152673,
9.817154438,,12.0942571,,28.85581221,,22.73031335,
11.01184593,,15.05418405,,32.05857627,,22.47639356,
10.62252367,,13.29104086,,33.45523668,,22.25648957,
9.789024627,,10.90746158,,31.02398645,,21.56967605,
8.170498108,,10.04391028,,27.48349361,,21.44002314,
7.051427037,,9.18254868,,24.46116405,,20.65721749,
6.797620585,,8.630219192,,21.08123085,,20.49003614,
5.657969452,,8.375005026,,18.55500305,,18.82098504,
15.86780026,,7.882879727,,17.0280031,,18.81234512,
7.185114596,,8.374052997,,17.52443485,,20.45294124,
5.919078592,,8.192263597,,17.48252722,,19.00964238,
6.401380507,,8.699363927,,20.16938211,,19.2248231,
8.741002937,,10.04888848,,25.97618183,,21.63176209,
10.99894295,,11.93488025,,37.69082448,,23.11538551,
11.28935372,,11.90584467,,34.60993112,,26.00750409,
10.59455675,,11.31447661,,31.31910602,,24.83957469,
9.874518766,,10.17797437,,28.26686986,,27.18451592,
10.69676199,,9.383848504,,26.52471119,,28.55540859,
11.01792141,,9.331149323,,27.86427507,,27.68593976,
11.12521811,,9.62238007,,27.89650365,,28.32902671,
11.44145718,,10.68099412,,28.22298008,,29.5075883,
11.54229157,,9.915261249,,25.14390454,,25.53422264,
11.452712,,10.27619115,,25.92978046,,24.2235023,
11.59482039,,10.78786738,,27.14726797,,22.66236839,
11.65937777,,12.70869296,,30.14283326,,20.68758272,
11.33769606,,12.44398061,,32.15493329,,20.85591711,
11.92160263,,11.7588761,,33.2198972,,20.32727279,
10.86379946,,10.93493213,,30.76193587,,19.74872755,
9.660914689,,9.331573212,,27.01767531,,19.13466991,
9.14607632,,8.403281998,,24.09135603,,19.46845626,
8.83416648,,7.928580535,,21.20233786,,18.37750733,
7.570500077,,7.235370875,,18.23817977,,18.04381348,
7.784826834,,7.434590679,,17.84712246,,18.02434859,
7.450925061,,7.84456557,,18.00167463,,19.06955876,
7.887591395,,7.609834872,,18.72659647,,18.08001752,
8.455760278,,8.015520455,,20.86785103,,19.20642357,
10.10251748,,9.605944622,,27.82836651,,20.13792889,
12.0023224,,11.65787177,,36.87622614,,21.89746448,
11.86622526,,10.98248347,,35.20629844,,24.00276917,
11.86656655,,11.30662495,,32.71377607,,24.86072979,
11.90344697,,9.749981397,,29.40256643,,27.02346176,
11.51260545,,10.00013342,,27.80890401,,28.26473944,
12.1151038,,10.35804312,,28.21615631,,27.57089888,
11.81051991,,9.740924751,,28.89784756,,30.1605511,
12.33310696,,9.953964386,,28.35547786,,28.23083865,
12.2015769,,10.03192608,,25.90502473,,26.9169451,
11.5977138,,10.27273529,,26.60463522,,27.5068179,
11.18398225,,10.87096025,,27.89516269,,23.4459571,
11.33851542,,13.27531561,,29.55209179,,22.01247302,
11.64184647,,13.60294463,,33.7548348,,22.01706448,
12.20757251,,13.58346588,,35.60791815,,21.36754886,
10.37201313,,11.5987693,,32.90496979,,20.06199818,
8.907780674,,10.02669027,,25.76070362,,19.1282523,
8.457301333,,8.121603962,,24.68691665,,19.89856335,
7.664356728,,7.408082835,,21.22153886,,18.78432941,
6.64890058,,7.314852582,,18.20882218,,18.11153208,
7.190896836,,7.458704637,,18.010707,,17.16345013,
7.555172632,,7.715040464,,17.93617178,,19.00933927,
7.840584273,,7.530660256,,17.89186099,,17.72241094,
8.554569443,,8.038711907,,20.86499697,,19.20396118,
10.24427124,,9.824035904,,27.44147697,,20.59134825,
12.35899938,,11.14364076,,38.30138552,,22.70876525,
12.67963907,,11.44069706,,34.6239543,,25.05321616,
12.42602178,,11.04145883,,32.65922711,,24.66993384,
12.48689473,,10.06408371,,28.77944737,,28.91654483,
12.3384488,,10.47406256,,27.61351677,,28.14077302,
12.27293047,,11.26081768,,27.91646561,,26.36255098,
12.86293688,,10.66841499,,28.6858878,,28.09840371,
13.68982659,,10.38964413,,27.56230843,,27.23509765,
12.70942625,,10.00901257,,26.65105948,,24.13972295,
12.07403352,,10.57819017,,26.81323256,,22.77884707,
