Consumption_dma_a,Forecast_dma_a,Consumption_dma_b,Forecast_dma_b,Consumption_dma_g,Forecast_dma_g,Consumption_dma_i,Forecast_dma_i
15.65330466,,7.987692308,,21.81846154,,18.42846154,
5.362849188,,8.386040049,,20.25225441,,18.18763761,
4.05463362,,8.025255805,,18.47879713,,17.93727495,
5.483788799,,8.185994655,,18.42493925,,17.57932161,
4.471085399,,7.751919085,,18.62291611,,17.56331682,
5.273182383,,8.46623831,,22.02031357,,18.12186802,
7.829613346,,10.14605832,,29.54552928,,19.31034996,
9.537045432,,11.48767396,,37.47198158,,22.51910363,
10.78211621,,12.18549266,,35.81704879,,26.27055713,
10.5206128,,10.66079185,,34.68352357,,28.03825512,
10.44360941,,9.957845127,,31.06620336,,29.81300944,
10.96283509,,10.11849558,,28.81270047,,30.68170366,
11.72014143,,10.31301829,,28.92643799,,27.16074935,
12.0200105,,9.553810974,,28.1978804,,25.85825644,
12.88390681,,10.65051873,,27.07413063,,28.25997087,
12.46291073,,9.947572704,,25.77101856,,26.55021189,
11.3886029,,10.75942607,,26.92614425,,27.36717847,
11.21814477,,11.94819905,,27.97065101,,22.54373888,
11.54991282,,12.84286057,,30.90283909,,22.03783883,
11.84073728,,14.61872045,,33.63235592,,22.50565159,
11.08553807,,13.30713201,,35.63716754,,21.23596874,
10.80393643,,14.04786266,,32.98221173,,20.97048376,
9.237745923,,11.00190132,,28.93039073,,20.05815857,
8.204669931,,8.702109855,,26.35914499,,21.2095642,
7.723468782,,7.352481468,,23.16276758,,19.53780165,
7.24157402,,7.102967243,,20.51727741,,18.41345682,
17.78067045,,7.35839873,,18.88858687,,19.16115529,
8.537246386,,7.260183557,,18.35893095,,19.45096752,
7.071834338,,7.264096332,,19.35045228,,19.79597016,
8.382520696,,7.801799044,,23.10142902,,19.82461167,
8.876917568,,9.83915026,,30.34402181,,20.55406544,
11.58760342,,12.39380052,,38.50461723,,22.80024265,
11.83295686,,11.81170037,,38.40666721,,25.1632974,
11.32861708,,11.1542908,,33.65353307,,26.20452936,
11.04472767,,9.898804944,,29.72949056,,27.04051127,
12.75078155,,9.891521537,,27.715624,,26.11847855,
12.72277417,,9.897337094,,26.73121341,,23.61337011,
11.54046916,,10.63207817,,27.84278685,,25.71935407,
12.28638839,,9.661289835,,26.60050951,,25.25800893,
11.98894086,,10.12483373,,26.09704449,,25.48042634,
11.0252104,,11.32340644,,26.77779848,,23.19322843,
10.29845251,,11.45229432,,28.06413453,,22.28239961,
10.09526345,,12.5595056,,29.49628661,,22.1375258,
11.36174066,,12.26230168,,33.6447238,,22.3816991,
10.90624327,,12.40503543,,33.49693535,,22.02277234,
8.441654218,,9.656198725,,29.86490796,,20.81325989,
7.271373524,,8.940964831,,26.94135098,,20.42407404,
6.919373178,,8.444993517,,24.66220873,,19.94542844,
5.120665016,,7.465434735,,22.08837132,,19.61114034,
4.474931017,,7.340484133,,19.47358963,,18.98834801,
5.254218158,,7.637841815,,18.38824565,,19.49370584,
6.015228299,,6.907387639,,18.66370229,,18.9377353,
5.317673858,,7.163784574,,19.02769899,,19.03330212,
6.554641246,,8.094750422,,21.81435119,,19.47501687,
9.091268753,,9.416848631,,28.72014044,,21.05351004,
10.94951571,,11.27787067,,36.8373101,,23.07971629,
12.17098938,,10.17490843,,35.00414157,,25.69768729,
10.82726641,,8.713481112,,31.27868486,,23.21424176,
10.50941727,,9.267528583,,27.67514492,,24.81285081,
10.6418366,,9.434906297,,26.73663478,,25.31134408,
10.28854616,,9.019047791,,27.21968547,,22.65217716,
10.24596021,,9.504261765,,27.86470886,,24.23905515,
9.614310092,,9.293566451,,26.495116,,24.55359104,
9.893793635,,9.822808914,,25.66353415,,25.08821099,
9.438643562,,9.626620185,,26.1806364,,23.2734569,
7.708449894,,10.17666149,,25.37920346,,23.38316558,
8.754920407,,11.16422331,,28.10833508,,22.48920331,
10.10109071,,11.12300648,,31.08272965,,21.96466639,
9.650168806,,11.68718656,,31.71393775,,20.79744446,
8.167010664,,9.486369966,,29.49776916,,20.63546359,
6.496115773,,9.095939481,,26.88822336,,20.89391681,
7.040054875,,8.350258047,,25.34386844,,21.17824163,
6.345886637,,7.784371356,,22.42243738,,19.16899021,
4.254357618,,7.147761643,,20.34061856,,18.41864392,
5.390161627,,7.635754955,,19.11607262,,18.87246643,
5.119439558,,7.613623806,,19.35282905,,19.61927544,
5.988336732,,7.402083627,,19.86268353,,19.17324657,
5.481693577,,7.997046741,,22.69028183,,19.78100313,
8.272007263,,9.473928963,,28.76158209,,21.42458806,
10.40205505,,10.72382405,,35.64954457,,22.77258388,
11.86261217,,9.667827311,,35.38844102,,23.4565539,
10.27375269,,9.349017709,,31.69360977,,24.43420107,
11.23521411,,9.104470032,,29.11266511,,25.87695789,
11.3748084,,9.218523749,,28.23202584,,25.67303841,
12.12636202,,8.693781617,,28.36669792,,23.75098448,
11.80301988,,9.183178484,,27.49857595,,26.17465511,
10.09296128,,8.882854372,,26.65967272,,25.37130807,
10.36517248,,8.83286991,,25.62076514,,23.4854224,
9.3667145,,8.767561581,,26.34639609,,22.94476057,
8.487437808,,9.385695618,,27.78116375,,22.92507886,
8.588603362,,9.279015088,,28.58416769,,21.47723345,
8.938905243,,10.7202463,,31.40972493,,20.6882119,
9.359670378,,10.05369138,,30.89160849,,20.03569828,
8.669650326,,9.756196177,,28.86448024,,18.80025003,
6.573533807,,8.813951346,,26.8581885,,19.940515,
6.756436092,,7.98810107,,23.91516367,,20.24506519,
6.384909361,,8.253417463,,21.92229449,,17.80064038,
6.089075646,,8.228908967,,19.25598108,,18.51791502,
6.328675131,,7.731368266,,19.0907124,,18.82916284,
6.398660899,,7.370288508,,19.09422549,,19.41881426,
5.899960811,,7.406590715,,19.22934624,,19.01760691,
6.142614601,,7.65199235,,22.35622061,,20.02711178,
9.010461061,,9.432015454,,27.63466199,,19.73142549,
9.30052645,,10.36055064,,35.81461195,,21.82465961,
10.33828502,,10.49028777,,35.6788726,,26.18694301,
10.05294259,,9.415656432,,32.01114971,,26.40083335,
11.57406073,,9.364319454,,29.47046472,,25.69697119,
11.62199572,,9.000910716,,27.54002037,,26.84470995,
10.91999794,,9.076944859,,27.27164531,,24.86492621,
11.24147806,,8.658933447,,27.30556455,,24.1572175,
12.10624133,,8.434456023,,26.83529491,,23.79000802,
11.1424626,,8.644605916,,26.79882544,,23.25070358,
9.34419517,,8.831189695,,26.72923324,,23.65526081,
9.244250186,,9.233693499,,27.23922627,,22.32388088,
10.79362122,,9.455907568,,28.51232562,,21.40644111,
9.417179897,,10.29531839,,29.63086291,,21.93552557,
9.865664982,,9.387478392,,29.86910665,,20.74215904,
9.307261103,,9.12993519,,29.64688204,,19.12570116,
7.502444433,,8.921667281,,25.76362627,,18.7205523,
5.773198588,,7.830248278,,23.89884828,,19.46469915,
6.478797096,,7.717891426,,21.66640337,,18.73485249,
5.801814445,,7.414593027,,20.78067116,,18.21340887,
7.501575336,,7.077413344,,19.24867988,,19.11344497,
6.07501397,,7.411914066,,18.86931037,,19.42369777,
6.197668654,,7.134273358,,19.74065278,,18.70549636,
6.292456957,,7.878330639,,22.3197314,,18.31536783,
7.790179016,,8.351953006,,25.61557666,,18.80909154,
10.28018155,,9.561632341,,30.82701174,,20.07443632,
9.883899603,,10.59481919,,34.54884472,,20.88278789,
10.29899734,,10.52699443,,35.42106881,,20.32012269,
10.19202015,,10.31223734,,33.73863051,,20.20283761,
10.4244337,,10.01467956,,31.79912702,,20.98055722,
9.281482414,,9.927342071,,30.38396049,,20.66591343,
8.856651889,,9.840448571,,30.75480085,,20.87605425,
10.9283485,,9.598407927,,28.96225597,,20.02041007,
11.09285747,,9.370990664,,27.61765989,,18.5160227,
7.855924772,,9.616300502,,28.71719675,,18.23422347,
9.334258363,,10.32512744,,29.41832124,,18.49633756,
10.2768677,,11.5105805,,30.90517211,,18.36392051,
10.92214912,,12.33853408,,31.44972175,,18.40892665,
9.996355566,,10.92482738,,31.35838146,,18.36212328,
9.136694518,,9.60362816,,28.68979587,,17.11809791,
9.028662974,,8.462113954,,25.82761731,,17.29574427,
7.883589388,,8.405371294,,24.73697379,,18.30331194,
6.489713341,,8.103567242,,22.943591,,17.04825168,
5.613765404,,7.99526102,,20.2906072,,16.57176413,
5.090711936,,7.75700906,,19.012645,,16.85864035,
5.095074929,,7.578379857,,18.71365416,,17.32027957,
4.784248682,,7.161911271,,19.11288551,,17.22371251,
5.746031034,,7.625955351,,21.7522955,,17.27825905,
6.920396902,,9.083917723,,25.80879103,,17.86681545,
8.113001346,,10.48830016,,29.47470636,,18.73428305,
9.503300459,,11.44613062,,33.56044638,,18.84394298,
9.91880027,,12.4021902,,36.09885636,,18.88590446,
9.294348335,,11.82557414,,36.12808143,,19.6043061,
9.512817179,,10.96195505,,31.26514244,,19.94022767,
8.340252057,,11.85276057,,31.03531857,,19.0243069,
8.793648909,,10.63997375,,30.21937778,,18.53647749,
8.355657716,,10.19014065,,27.90083924,,18.79684241,
7.79717343,,10.67001434,,27.1873575,,19.09822,
6.959025589,,11.24238248,,27.22700729,,18.71774533,
7.624353263,,11.5448609,,28.66431993,,18.29163393,
8.56499615,,13.32682238,,30.02490758,,17.93773979,
9.422747307,,13.6497223,,33.19419504,,18.45873091,
